round,newCanonicalTipHeight,commonAncestorHeight,oldCanonicalTipHeights,replacingChainBlocks
50,10,7,9,8:7|9:7|10:7
50,12,10,11,11:8|12:9
50,13,11,12,12:3|13:10
50,16,14,15,15:3|16:3
50,16,14,15;15,15:3|16:3
50,16,14,15;15;15,15:3|16:3
50,19,17,18;18,18:11|19:1
50,24,22,23;23,23:12|24:13
51,3,1,2,2:0|3:0
51,8,6,7,7:1|8:2
51,8,6,7,7:1|8:0
51,9,7,8,8:0|9:0
51,11,9,10,10:3|11:4
51,11,9,10,10:3|11:5
51,11,9,10,10:3|11:6
51,12,10,11,11:5|12:5
51,12,10,11,11:6|12:6
51,12,10,11;11,11:5|12:5
51,12,10,11,11:4|12:7
51,13,10,12,11:6|12:6|13:6
51,13,10,12;12,11:6|12:6|13:6
51,12,10,11;11,11:6|12:6
51,15,13,14,14:8|15:9
51,18,16,17;17,17:6|18:6
51,18,16,17,17:6|18:6
51,18,16,17;17;17,17:6|18:6
52,5,3,4;4,4:0|5:1
52,10,8,9,9:2|10:3
52,10,8,9,9:2|10:4
52,10,8,9,9:2|10:5
52,11,9,10;10,10:3|11:6
52,14,12,13,13:7|14:8
52,19,17,18,18:5|19:5
52,21,19,20,20:9|21:10
52,23,21,22;22,22:11|23:12
53,3,1,2,2:0|3:1
53,8,6,7,7:2|8:3
53,10,8,9,9:4|10:5
53,10,8,9,9:6|10:6
53,11,8,10,9:4|10:5|11:7
53,11,8,10,9:6|10:6|11:8
53,11,8,10,9:6|10:6|11:6
53,12,8,11,9:6|10:6|11:6|12:6
53,12,8,11;11,9:6|10:6|11:6|12:6
53,14,12,13,13:9|14:10
53,16,14,15;15,15:11|16:12
53,16,14,15;15,15:13|16:14
53,16,14,15;15,15:13|16:6
53,17,14,16;16,15:11|16:12|17:0
53,17,14,16;16,15:11|16:12|17:8
53,18,16,17,17:0|18:15
53,20,18,19;19,19:16|20:17
53,20,18,19;19,19:9|20:6
53,21,18,20,19:16|20:17|21:18
53,21,18,20,19:9|20:6|21:13
53,22,18,21,19:16|20:17|21:18|22:19
53,24,22,23,23:20|24:21
53,24,22,23,23:13|24:8
53,25,22,24,23:20|24:21|25:22
54,3,1,2,2:0|3:1
54,3,1,2,2:2|3:3
54,3,1,2,2:2|3:4
54,4,1,3,2:2|3:4|4:4
54,4,1,3;3,2:2|3:4|4:4
54,6,4,5,5:5|6:6
54,11,9,10,10:7|11:8
54,16,14,15,15:4|16:4
54,16,14,15;15,15:4|16:4
54,16,14,15;15;15,15:4|16:4
54,20,18,19,19:9|20:10
54,20,18,19,19:11|20:11
54,20,18,19,19:9|20:3
54,20,18,19,19:9|20:4
54,21,18,20;20;20,19:9|20:10|21:12
54,21,18,20;20;20,19:9|20:10|21:13
54,21,18,20;20;20,19:9|20:3|21:3
54,22,19,21;21,20:10|21:12|22:14
54,22,19,21;21,20:10|21:12|22:11
54,23,21,22,22:14|23:15
54,25,23,24;24,24:16|25:17
55,3,1,2;2,2:0|3:1
55,6,4,5,5:2|6:3
55,12,10,11,11:4|12:5
55,14,12,13,13:6|14:7
55,16,14,15;15,15:8|16:8
55,16,14,15,15:8|16:8
55,16,14,15;15;15,15:8|16:8
55,18,16,17,17:8|18:8
55,18,16,17;17,17:8|18:8
55,20,18,19,19:9|20:7
55,22,20,21;21,21:10|22:11
55,25,23,24;24,24:12|25:13
56,3,1,2,2:0|3:1
56,3,1,2,2:0|3:2
56,3,1,2,2:3|3:3
56,4,1,3,2:3|3:3|4:3
56,4,1,3;3,2:3|3:3|4:3
56,8,6,7,7:4|8:5
56,8,6,7,7:6|8:7
56,8,6,7,7:4|8:3
56,9,6,8;8,7:4|8:5|9:8
56,9,6,8;8,7:6|8:7|9:9
56,10,6,9,7:4|8:5|9:8|10:10
56,12,10,11,11:9|12:9
56,12,10,11;11,11:9|12:9
56,17,15,16;16,16:11|17:12
56,17,15,16;16,16:4|17:2
56,18,15,17,16:11|17:12|18:13
56,18,15,17,16:4|17:2|18:3
56,19,15,18,16:11|17:12|18:13|19:14
56,19,15,18,16:4|17:2|18:3|19:2
56,20,15,19,16:11|17:12|18:13|19:14|20:15
56,22,20,21,21:2|22:2
57,3,1,2;2;2,2:0|3:1
57,6,4,5,5:2|6:3
57,6,4,5,5:2|6:4
57,6,4,5,5:2|6:5
57,7,5,6;6,6:3|7:6
57,12,10,11,11:7|12:8
57,16,14,15;15,15:9|16:10
57,16,14,15,15:9|16:10
57,18,16,17,17:4|18:4
57,18,16,17;17,17:4|18:4
57,20,18,19,19:4|20:4
57,21,18,20;20,19:11|20:12|21:13
57,21,18,20;20,19:11|20:12|21:14
57,22,20,21,21:13|22:15
58,3,1,2,2:0|3:1
58,3,1,2,2:2|3:3
58,3,1,2,2:2|3:2
58,4,1,3,2:0|3:1|4:4
58,4,1,3;3,2:0|3:1|4:4
58,8,6,7,7:5|8:6
58,10,8,9,9:7|10:8
58,12,10,11,11:9|12:10
58,12,10,11,11:9|12:11
58,12,10,11,11:9|12:2
58,13,11,12;12,12:10|13:12
58,16,14,15,15:13|16:13
58,16,14,15;15,15:13|16:13
58,18,16,17,17:14|18:15
58,18,16,17,17:3|18:2
58,19,16,18,17:14|18:15|19:16
58,22,20,21,21:3|22:3
58,22,20,21,21:2|22:2
58,22,20,21;21,21:3|22:3
58,22,20,21;21,21:2|22:2
58,23,20,22,21:3|22:3|23:10
58,23,20,22,21:2|22:2|23:13
58,24,20,23,21:3|22:3|23:10|24:17
59,6,4,5,5:0|6:0
59,11,9,10,10:1|11:2
59,11,9,10,10:3|11:0
59,12,9,11,10:3|11:0|12:0
59,14,12,13,13:3|14:3
59,15,12,14,13:4|14:5|15:6
59,15,12,14,13:3|14:3|15:7
59,16,12,15,13:4|14:5|15:6|16:8
59,16,12,15,13:3|14:3|15:7|16:7
59,17,12,16,13:4|14:5|15:6|16:8|17:9
59,17,12,16,13:3|14:3|15:7|16:7|17:7
59,18,12,17,13:4|14:5|15:6|16:8|17:9|18:10
59,20,18,19,19:11|20:12
59,24,22,23,23:13|24:13
60,3,1,2,2:0|3:0
60,3,1,2;2,2:0|3:0
60,5,3,4,4:1|5:2
60,8,6,7;7,7:3|8:1
60,8,6,7;7,7:4|8:4
60,9,6,8,7:3|8:1|9:5
60,9,6,8,7:4|8:4|9:4
60,10,6,9,7:3|8:1|9:5|10:6
60,12,10,11,11:7|12:8
60,17,15,16,16:0|17:0
60,17,15,16;16,16:0|17:0
60,17,15,16,16:9|17:9
60,18,15,17,16:9|17:9|18:9
60,17,15,16;16,16:9|17:9
60,23,21,22,22:10|23:11
60,23,21,22,22:12|23:12
60,24,21,23,22:10|23:11|24:13
60,24,21,23,22:10|23:11|24:0
61,5,3,4;4,4:0|5:1
61,11,9,10,10:2|11:2
